id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile,generation,res_acq,freq_past,freq_dol,freq_bis,freq_mer,freq_caf,freq_te,freq_cioc,cam_past,cam_dol,cam_bis,cam_mer,cam_caf,cam_te,cam_cioc
144,Francia,Nouvelle Aquitaine,Femmina,66,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,2-3/mese,1/mese,1/mese,1/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti,Boomer,L'intervistato,0.0,0.0,2.5,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0
146,Francia,Occitanie,Femmina,68,,Solo io,Nessuno di questi,raro,raro,1/mese,raro,1/mese,1/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Nessuno di questi,Boomer,L'intervistato,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0
147,Francia,Grand Est,Femmina,62,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1/mese,raro,2-3/mese,raro,raro,raro,2-3/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Industriariani,Boomer,L'intervistato,1.0,0.0,2.5,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0
148,Francia,Ile De France,Femmina,40,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/sett,1/mese,1/sett,2-3/sett,1/sett,1/sett,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Poco +,35-44,Territorialisti,Gen Y,L'intervistato,4.0,1.0,4.0,10.0,4.0,4.0,4.0,0,0,0,0,0,0,1
149,Francia,Occitanie,Femmina,43,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",raro,raro,2-3/mese,raro,raro,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Industriariani,Gen X,L'intervistato,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
150,Francia,Brittany,Femmina,48,,Solo io,ESTETIZZANTI: Amano consumare portate appariscenti da condividere con la loro cerchia e sui social. Utilizzano il cibo p,2-3/sett,1/mese,1/mese,1/sett,2-3/mese,2-3/sett,1/sett,Uguale,Molto +,Poco +,Uguale,Uguale,Uguale,Uguale,45-54,Estetizzanti,Gen X,L'intervistato,10.0,1.0,1.0,4.0,2.5,10.0,4.0,0,1,1,0,0,0,0
151,Francia,Pays De La Loire,Maschio,66,,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/mese,raro,1/mese,2-3/mese,1/sett,raro,2-3/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti,Boomer,L'intervistato,1.0,0.0,1.0,2.5,4.0,0.0,2.5,0,0,0,0,0,0,0
152,Francia,Bourgogne Franche Comte,Femmina,62,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1/sett,raro,1/sett,1/mese,1/mese,1/sett,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Industriariani,Boomer,L'intervistato,4.0,0.0,4.0,1.0,1.0,4.0,1.0,0,0,0,0,0,0,0
153,Francia,Normandie,Maschio,68,,Solo io,Nessuno di questi,raro,raro,raro,raro,raro,raro,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Nessuno di questi,Boomer,L'intervistato,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
155,Francia,Nouvelle Aquitaine,Femmina,56,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,raro,raro,1/mese,raro,raro,raro,raro,Molto -,Molto -,Molto -,Molto -,Molto -,Molto -,Molto -,55-64,Sregolati,Gen X,L'intervistato,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1
156,Francia,Auvergne Rhone Alpes,Femmina,63,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",raro,raro,raro,raro,2-3/mese,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Poco +,Uguale,55-64,Salutisti,Boomer,L'intervistato,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0,0,0,0,1,0
157,Francia,Auvergne Rhone Alpes,Femmina,66,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",raro,raro,raro,2-3/mese,1/sett,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Essenzialisti,Boomer,L'intervistato,0.0,0.0,0.0,2.5,4.0,0.0,0.0,0,0,0,0,0,0,0
158,Francia,Auvergne Rhone Alpes,Femmina,70,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/mese,raro,raro,raro,2-3/mese,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti,Boomer,L'intervistato,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0,0,0,0,0,0
159,Francia,Auvergne Rhone Alpes,Femmina,40,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/sett,1/sett,1/sett,1/mese,1/sett,1/sett,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Territorialisti,Gen Y,L'intervistato,4.0,4.0,4.0,1.0,4.0,4.0,4.0,0,0,0,0,0,0,0
160,Francia,Ile De France,Maschio,31,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,2-3/mese,2-3/mese,2-3/mese,2-3/mese,2-3/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,Territorialisti,Gen Y,L'intervistato,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0
161,Francia,Auvergne Rhone Alpes,Maschio,48,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",raro,raro,raro,raro,1/mese,raro,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Salutisti,Gen X,L'intervistato,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0
162,Francia,Provence Alpes Cote D Azur,Femmina,57,,Io e qualcun altro in egual misura,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",raro,raro,2-3/sett,raro,2-3/mese,1/mese,2-3/mese,Uguale,Poco +,Uguale,Poco -,Poco +,Uguale,Poco +,55-64,Edonisti,Gen X,L'intervistato,0.0,0.0,10.0,0.0,2.5,1.0,2.5,0,1,0,-1,1,0,1
163,Francia,Occitanie,Femmina,63,,Solo io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",raro,raro,1/mese,1/mese,1/sett,2-3/sett,1/mese,Poco -,Poco -,Uguale,Poco -,Poco -,Poco +,Uguale,55-64,Localivori,Boomer,L'intervistato,0.0,0.0,1.0,1.0,4.0,10.0,1.0,-1,-1,0,-1,-1,1,0
164,Francia,Grand Est,Femmina,57,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,1/mese,raro,2-3/mese,1/mese,1/sett,Molto -,Molto -,Molto -,Molto -,Uguale,Molto -,Molto -,55-64,Territorialisti,Gen X,L'intervistato,0.0,0.0,1.0,0.0,2.5,1.0,4.0,-1,-1,-1,-1,0,-1,-1
165,Francia,Hauts De France,Femmina,32,,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3/sett,1/sett,2-3/sett,1/sett,1/sett,1/sett,1/sett,Poco +,Poco +,Poco +,Poco +,Poco +,Poco +,Poco +,25-34,Salutisti,Gen Y,L'intervistato,10.0,4.0,10.0,4.0,4.0,4.0,4.0,1,1,1,1,1,1,1
166,Francia,Occitanie,Femmina,54,,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1/mese,raro,2-3/mese,ogni giorno,1/mese,2-3/mese,2-3/mese,Poco -,Molto -,Molto +,Molto +,Molto +,Molto +,Molto +,45-54,Industriariani,Gen X,L'intervistato,1.0,0.0,2.5,30.0,1.0,2.5,2.5,-1,-1,1,1,1,1,1
167,Francia,Auvergne Rhone Alpes,Maschio,56,,Soprattutto io,Nessuno di questi,raro,raro,1/mese,1/mese,1/mese,1/mese,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Nessuno di questi,Gen X,L'intervistato,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0,0,0,0,0,0,0
168,Francia,Ile De France,Femmina,70,,Solo io,Nessuno di questi,raro,raro,raro,raro,raro,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Nessuno di questi,Boomer,L'intervistato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
169,Francia,Ile De France,Maschio,57,,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1/mese,1/mese,1/mese,1/mese,2-3/mese,2-3/mese,1/mese,Poco -,Poco -,Poco -,Poco -,Poco -,Poco -,Poco -,55-64,Industriariani,Gen X,L'intervistato,1.0,1.0,1.0,1.0,2.5,2.5,1.0,-1,-1,-1,-1,-1,-1,-1
170,Francia,Ile De France,Maschio,54,,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3/mese,raro,1/sett,raro,1/mese,raro,2-3/mese,Poco +,Uguale,Poco +,Poco -,Poco +,Molto -,Poco +,45-54,Industriariani,Gen X,L'intervistato,2.5,0.0,4.0,0.0,1.0,0.0,2.5,1,0,1,-1,1,-1,1
171,Francia,Grand Est,Maschio,63,,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,1/mese,1/mese,1/mese,1/mese,raro,Poco +,Poco +,Uguale,Uguale,Uguale,Poco +,Uguale,55-64,Territorialisti,Boomer,L'intervistato,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,0,0,0,1,0
172,Francia,Brittany,Femmina,69,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",ogni giorno,ogni giorno,ogni giorno,ogni giorno,ogni giorno,ogni giorno,ogni giorno,Poco -,Poco -,Poco -,Poco -,Poco -,Poco -,Poco -,65-70,Ristoriani,Boomer,L'intervistato,30.0,30.0,30.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,-1
173,Francia,Bourgogne Franche Comte,Femmina,50,,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,1/mese,raro,1/mese,2-3/mese,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti,Gen X,Altri,0.0,0.0,1.0,0.0,1.0,2.5,0.0,0,0,0,0,0,0,0
175,Francia,Provence Alpes Cote D Azur,Maschio,35,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",raro,raro,raro,raro,raro,raro,2-3/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Ristoriani,Gen Y,L'intervistato,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0,0,0,0,0,0
176,Francia,Provence Alpes Cote D Azur,Femmina,27,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",raro,1/sett,1/sett,1/sett,2-3/sett,ogni giorno,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,Ristoriani,Gen Y,L'intervistato,0.0,4.0,4.0,4.0,10.0,30.0,0.0,0,0,0,0,0,0,0
177,Francia,Grand Est,Femmina,60,,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3/mese,2-3/mese,2-3/mese,1/sett,raro,2-3/sett,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Ristoriani,Boomer,L'intervistato,2.5,2.5,2.5,4.0,0.0,10.0,0.0,0,0,0,0,0,0,0
178,Francia,Hauts De France,Maschio,65,,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/mese,raro,1/mese,1/mese,1/mese,1/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti,Boomer,Altri,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0
179,Francia,Ile De France,Maschio,44,,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1/sett,1/sett,2-3/sett,2-3/sett,2-3/sett,1/sett,1/sett,Poco +,Poco +,Poco +,Poco +,Molto +,Poco +,Poco +,35-44,Salutisti,Gen X,L'intervistato,4.0,4.0,10.0,10.0,10.0,4.0,4.0,1,1,1,1,1,1,1
180,Francia,Ile De France,Femmina,59,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3/mese,raro,1/mese,1/sett,2-3/mese,1/mese,2-3/mese,Molto -,Poco -,Poco -,Molto -,Molto +,Poco +,Poco +,55-64,Territorialisti,Boomer,L'intervistato,2.5,0.0,1.0,4.0,2.5,1.0,2.5,-1,-1,-1,-1,1,1,1
181,Francia,Occitanie,Femmina,70,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/sett,2-3/sett,2-3/sett,raro,ogni giorno,1/sett,1/sett,Poco -,Molto -,Poco +,Molto -,Poco +,Poco -,Molto -,65-70,Territorialisti,Boomer,L'intervistato,4.0,10.0,10.0,0.0,30.0,4.0,4.0,-1,-1,1,-1,1,-1,-1
182,Francia,Bourgogne Franche Comte,Maschio,38,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/mese,raro,1/mese,raro,1/mese,1/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Territorialisti,Gen Y,L'intervistato,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0
183,Francia,Provence Alpes Cote D Azur,Maschio,48,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3/sett,1/sett,2-3/mese,2-3/mese,1/sett,1/sett,1/sett,Poco -,Uguale,Poco -,Poco -,Molto -,Uguale,Uguale,45-54,Ristoriani,Gen X,L'intervistato,10.0,4.0,2.5,2.5,4.0,4.0,4.0,-1,0,-1,-1,-1,0,0
184,Francia,Grand Est,Maschio,48,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1/sett,raro,1/sett,2-3/mese,1/sett,raro,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Salutisti,Gen X,L'intervistato,4.0,0.0,4.0,2.5,4.0,0.0,4.0,0,0,0,0,0,0,0
186,Francia,Ile De France,Femmina,70,,Solo io,Nessuno di questi,raro,raro,raro,raro,raro,2-3/mese,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Poco +,Uguale,65-70,Nessuno di questi,Boomer,L'intervistato,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0,0,0,0,0,1,0
187,Francia,Ile De France,Femmina,58,,Soprattutto io,ESTETIZZANTI: Amano consumare portate appariscenti da condividere con la loro cerchia e sui social. Utilizzano il cibo p,1/mese,1/mese,1/mese,1/mese,1/mese,1/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Estetizzanti,Gen X,L'intervistato,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0
188,Francia,Auvergne Rhone Alpes,Maschio,49,,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,raro,1/mese,1/mese,1/mese,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti,Gen X,L'intervistato,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0
189,Francia,Occitanie,Maschio,42,,Soprattutto io,Nessuno di questi,raro,raro,1/sett,1/sett,2-3/mese,raro,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Nessuno di questi,Gen Y,L'intervistato,0.0,0.0,4.0,4.0,2.5,0.0,4.0,0,0,0,0,0,0,0
191,Francia,Provence Alpes Cote D Azur,Maschio,47,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,raro,raro,raro,raro,raro,Poco +,Poco +,Uguale,Molto +,Poco -,Poco +,Molto -,45-54,Territorialisti,Gen X,L'intervistato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,-1,1,-1
192,Francia,Occitanie,Femmina,43,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1/mese,1/mese,2-3/mese,2-3/mese,1/mese,2-3/mese,2-3/mese,Molto +,Molto +,Molto +,Molto +,Molto +,Molto +,Molto +,35-44,Ristoriani,Gen X,L'intervistato,1.0,1.0,2.5,2.5,1.0,2.5,2.5,1,1,1,1,1,1,1
193,Francia,Auvergne Rhone Alpes,Femmina,67,,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3/mese,raro,2-3/mese,1/mese,2-3/mese,1/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Edonisti,Boomer,L'intervistato,2.5,0.0,2.5,1.0,2.5,1.0,1.0,0,0,0,0,0,0,0
194,Francia,Normandie,Femmina,68,,Soprattutto io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",raro,raro,2-3/mese,raro,raro,raro,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Poco +,65-70,Edonisti,Boomer,L'intervistato,0.0,0.0,2.5,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
195,Francia,Hauts De France,Femmina,61,,Principalmente io e occasionalmente altri,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",raro,raro,raro,raro,ogni giorno,2-3/sett,ogni giorno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Poco -,55-64,Salutisti,Boomer,Altri,0.0,0.0,0.0,0.0,30.0,10.0,30.0,0,0,0,0,0,0,-1
196,Francia,Occitanie,Femmina,57,,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",raro,raro,1/sett,raro,2-3/mese,1/sett,1/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Salubristi,Gen X,L'intervistato,0.0,0.0,4.0,0.0,2.5,4.0,4.0,0,0,0,0,0,0,0
197,Francia,Auvergne Rhone Alpes,Femmina,36,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1/mese,1/sett,1/sett,1/sett,2-3/mese,2-3/mese,1/sett,Poco -,Poco -,Poco -,Poco -,Uguale,Uguale,Poco -,35-44,Industriariani,Gen Y,L'intervistato,1.0,4.0,4.0,4.0,2.5,2.5,4.0,-1,-1,-1,-1,0,0,-1
198,Francia,Grand Est,Femmina,58,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",raro,raro,raro,raro,raro,raro,raro,Poco -,Poco -,Poco -,Poco -,Poco -,Poco -,Poco -,55-64,Salutisti,Gen X,L'intervistato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1
199,Francia,Grand Est,Maschio,41,,Io e qualcun altro in egual misura,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",2-3/mese,raro,2-3/mese,raro,2-3/mese,2-3/mese,2-3/mese,Uguale,Poco +,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Salubristi,Gen Y,L'intervistato,2.5,0.0,2.5,0.0,2.5,2.5,2.5,0,1,0,0,0,0,0
200,Francia,Ile De France,Femmina,57,,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/sett,2-3/mese,1/sett,raro,raro,ogni giorno,2-3/sett,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti,Gen X,L'intervistato,4.0,2.5,4.0,0.0,0.0,30.0,10.0,0,0,0,0,0,0,0
201,Francia,Auvergne Rhone Alpes,Maschio,39,,Io e qualcun altro in egual misura,Nessuno di questi,raro,raro,raro,raro,raro,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Nessuno di questi,Gen Y,L'intervistato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
202,Francia,Bourgogne Franche Comte,Femmina,62,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/mese,1/mese,1/sett,raro,1/mese,raro,1/mese,Uguale,Uguale,Uguale,Molto -,Uguale,Molto -,Uguale,55-64,Territorialisti,Boomer,L'intervistato,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0,0,0,-1,0,-1,0
203,Francia,Ile De France,Maschio,64,,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,raro,raro,2-3/mese,1/mese,raro,Molto -,Molto -,Molto -,Molto -,Poco -,Poco -,Molto -,55-64,Territorialisti,Boomer,L'intervistato,0.0,0.0,0.0,0.0,2.5,1.0,0.0,-1,-1,-1,-1,-1,-1,-1
204,Francia,Hauts De France,Femmina,63,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",raro,raro,1/sett,2-3/mese,1/sett,2-3/mese,2-3/mese,Molto -,Molto -,Molto -,Molto -,Molto -,Uguale,Molto -,55-64,Territorialisti,Boomer,L'intervistato,0.0,0.0,4.0,2.5,4.0,2.5,2.5,-1,-1,-1,-1,-1,0,-1
205,Francia,Provence Alpes Cote D Azur,Maschio,65,,Soprattutto altri membri della famiglia,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3/mese,raro,1/sett,1/sett,1/mese,raro,1/mese,Poco -,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti,Boomer,Altri,2.5,0.0,4.0,4.0,1.0,0.0,1.0,-1,0,0,0,0,0,0
206,Francia,Hauts De France,Maschio,50,,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1/mese,1/mese,2-3/mese,raro,2-3/sett,2-3/sett,2-3/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Salutisti,Gen X,L'intervistato,1.0,1.0,2.5,0.0,10.0,10.0,2.5,0,0,0,0,0,0,0
207,Francia,Ile De France,Maschio,39,,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1/sett,1/sett,2-3/sett,2-3/mese,ogni giorno,ogni giorno,2-3/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Salutisti,Gen Y,L'intervistato,4.0,4.0,10.0,2.5,30.0,30.0,2.5,0,0,0,0,0,0,0
208,Francia,Occitanie,Maschio,69,,Soprattutto io,Nessuno di questi,raro,raro,raro,raro,1/mese,raro,raro,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Nessuno di questi,Boomer,L'intervistato,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
209,Francia,Auvergne Rhone Alpes,Femmina,63,,Io e qualcun altro in egual misura,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",raro,raro,raro,raro,raro,raro,raro,Uguale,Poco -,Poco -,Molto -,Poco -,Uguale,Molto -,55-64,Salubristi,Boomer,L'intervistato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,0,-1
210,Francia,Nouvelle Aquitaine,Femmina,57,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1/mese,1/mese,1/mese,2-3/mese,1/mese,1/mese,1/mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Essenzialisti,Gen X,L'intervistato,1.0,1.0,1.0,2.5,1.0,1.0,1.0,0,0,0,0,0,0,0
211,Francia,Grand Est,Femmina,30,,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1/sett,ogni giorno,2-3/sett,2-3/sett,2-3/sett,2-3/sett,2-3/sett,Poco +,Uguale,Uguale,Uguale,Uguale,Uguale,Poco +,25-34,Territorialisti,Gen Y,Altri,4.0,30.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0,1
212,Francia,Normandie,Femmina,56,,Solo io,Nessuno di questi,raro,raro,raro,raro,raro,raro,raro,Poco -,Poco -,Poco -,Molto -,Uguale,Uguale,Poco -,55-64,Nessuno di questi,Gen X,L'intervistato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0,0,-1
